Firm Name,Address,Nationality,Ineligible From, Ineligible Until,Notice Effective At EBRD,Originating Institution,Prohibited Practice
"VRATSA INVEST GROUP OOD","13B, Loukashov Street, 3000 Vratsa, Bulgaria","Bulgaria",,Ongoing,"2019-11-26T03:25:59Z","World Bank Group","Fraudulent Practice"
"Velvetsky nine Ltd.","Steel Road Peacehaven Vereeniging 1939 Gauteng South Africa","South Africa","2024-04-02T12:00:59Z","2026-10-01T12:00:59Z","2024-05-15T12:00:59Z","World Bank Group","Collusive, Fraudulent, and Obstructive Practices"
"Venus IT Solutions Private Limited","Unit # 908, 9th Floor Block EP & GP, Sector V Salt Lake Kolkata 700091 India","India","2024-09-24T12:00:59Z","2025-12-23T12:00:59Z","2024-10-11T12:00:59Z","World Bank Group","Collusive Practices"
"Venus Softwares","Unit #908, Godrej Genesis Block EP & GP, Sector V Salt Lake Kolkata 700091 India","India","2024-09-24T12:00:59Z","2025-12-23T12:00:59Z","2024-10-11T12:00:59Z","World Bank Group","Collusive Practices"
"Vevakanand Dalip","Lot 97. Phase 2 Lethem, Rupunini Region nº9, Essequibo Guyana 71 Somerset Court, Garden of Eden East Bank Demerara Guyana","Guyana","2017-12-29T12:16:59Z","2030-12-28T12:16:59Z","2018-02-16T12:18:59Z","Inter-American Development Bank Group","Collusive Practice"
"Vevakanand Dalip Enterprise","Lot 97. Phase 2 Lethem, Rupunini Region nº9, Essequibo Guyana 71 Somerset Court, Garden of Eden East Bank Demerara Guyana","Guyana","2017-12-29T12:24:59Z","2030-12-28T12:24:59Z","2018-02-16T12:24:59Z","Inter-American Development Bank Group","Collusive Practice"
"Victor Forest","28, rue Roy, Centre Ville, Port-au-Prince, Haiti","Haiti","2019-11-12T12:00:59Z","2026-11-11T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Victor Forest et Co/Societe d'lngenierie et de Topographie","28, rue Roy, Centre Ville, Port-au-Prince, Haiti","Haiti","2019-11-12T12:00:59Z","2025-11-11T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Victor Julio Arias Herrera","Aguas Zarcas San Carlos 500 metros al Norte del Banco de Costa Rica Provincia de Alajuela Costa Rica","Costa Rica","2023-03-31T12:00:59Z","2026-03-30T12:00:59Z","2023-06-09T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Vital Supplies and Logistics Ltd  (Vital) ","Plot 9, Nasser Road, Fair House, 2nd Floor, P.O. Box 27181 Kampala, Uganda","Uganda","2012-03-20T04:47:59Z",Ongoing,"2014-08-13T03:47:59Z","World Bank Group","Fraudulent Practice"
"Vodokanalproekt- Metalproect Ingeneering AD","24 Kamen Andreev St., FL 8, Sofia 1606, Bulgaria","Bulgaria",,Ongoing,"2023-06-09T01:26:59Z","World Bank Group","Fraudulent Practice"
"Vratsa Invest Group OOD Limited Liability Company","13B, Loukashov Street, 3000 Vratsa, Bulgaria","Bulgaria",,Ongoing,"2019-11-26T03:44:59Z","World Bank Group","Fraudulent Practice"
"Walterio Romero Valladares","Colonia Hato de Enmedio, Sector 8 Bloque 108, Casa 3902 Calle Principal in front of Hospital San Jorge same place as Hotel La Estancia Tegucigalpa Honduras","Honduras","2021-11-22T12:00:59Z","2033-11-21T12:00:59Z","2022-03-11T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Wannian County Changhong Horticulture Construction Co., Ltd.","17 Huyun Avenue Huyun Town Wannian County Shangrao City Jiangxi Province China","China",,Ongoing,"2022-12-02T01:17:59Z","World Bank Group","Fraudulent Practice"
"Wenzhou Lugang Transportation Equipment Co., Ltd.","Room F, Floor 10, Railway Mansion, Wenzhou Avenue, Wenzhou City, China","China",,Ongoing,"2021-01-28T09:37:59Z","World Bank Group","Fraudulent Practice"
"Wenzhou Ouhai Nanhu Road Engineering Construction Co., Ltd.","Room 603, Floor 6, Railway Mansion, Wenzhou Avenue, Wenzhou City, Zhejiang Province, China","China",,Ongoing,"2021-01-28T09:36:59Z","World Bank Group","Fraudulent Practice"
"Wilian Leonel Cano Hernandez","3ra Avenida Calzada Mauro Paz 0-51 Zona 1, Cuyotenango, Suchitepequez, Guatemala","Guatemala","2018-04-30T12:00:59Z","2025-04-29T12:00:59Z","2018-08-07T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Wilner Jean","19, rue Desravines, Route Marin, Plaine du Cul de Sac, Port-au-Prince, Haiti","Haiti","2019-11-12T12:00:59Z","2029-11-11T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Fraudulent Practice"
"Wuhan China Nuclear Construction and Investment Development Ltd","Room 203, Management Committee, No, 1 Fukang Road, Caidian Economic Development District, Wuhan City, Hubei Province, China","China",,Ongoing,"2020-09-14T11:11:59Z","World Bank Group","Fraudulent Practice"
"Wuhan Donghu Gezhouba Real Estate Development Co., Ltd.","Building 1, Site B, Gezhouba Century Garden No. 26 Luoyu East Road East Lake High-tech Development Zone Wuhan City People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Wuhu Changsheng Horticulture  Construction Co., Ltd.","No. 11, Public Construction District 1 Matang New Town Yijiang District Wuhu City Anhui China","China",,Ongoing,"2022-12-02T01:18:59Z","World Bank Group","Fraudulent Practice"
"Wuhu Qiantong Construction Co., Ltd.","Jingshan Huanshan Road Jinghu District Wuhu City Anhui Province China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"XCCG Highway Planning Survey and Design Co., Ltd.","Room 1405, Building 1 Urumqi Hi-tech Industry Development Zone Innovation Service Center No. 682 Tianjin South Road Xinshi Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"XCCG Luyou Road Material Technology Co., Ltd.","Room 501, No. 21 Xiamen Road Urumqi Economic & Technological Development Zone Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"XCCG Tongda New Material Co., Ltd.","Room 101, Floor 1, Building 2 No. 688 Ronghe South Road Urumqi Economic & Technological Development Zone Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"XCCG Traffic Engineering Technology Co., Ltd.","No. 427 Mingchen Street Wangjiagou Toutunhe District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xian Jiaxiang Automobile Service Co. Ltd.","No. 6 Efang First Road Weiyang District Xi'an City People's Republic of China","China","2020-08-07T04:44:59Z","2026-08-07T04:44:59Z","2021-04-28T12:00:59Z","Asian Development Bank","Collusive Practice"
"Xincai Geology and Mineral Construction Engineering Co., Ltd.","Southwest House 23rd Floor, Building 6 Renhe Homeland Yueliangwan Street Xincai County Zhumadian Henan China","China","2023-05-02T12:00:59Z","2026-05-01T12:00:59Z","2023-06-09T12:00:59Z","World Bank Group","Fraudulent Practices"
"Xingguo Changtai Landscaping Engineering Co., Ltd.","Next to Road 319, Xinzhai Group Maoling Community Economic Development Zone Xingguo County Ganzhou City Jiangxi Province China","China",,Ongoing,"2022-12-02T01:20:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Beipeng Civil Engineering Testing Consulting Co., Ltd.","Room 1, Floor 1, Experiment Building No.1 No. 840 Wuchang Road Side Road Xinshi District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Chitong Municipal Horticulture Construction Engineering Co., Ltd.","Room 311-1, Cyberport Building 258 Gaoxin Street Urumqi High-tech Industrial Development Zone (New Urban District) Xinjiang China","China",,Ongoing,"2022-12-02T11:07:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Chuangsite Construction Consulting Co., Ltd.","No. 840, Wuchang Side Road Xinshi District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communication Construction Municipal Engineering Co., Ltd. (also known as XCCG Municipal Works Construction Co., Ltd.)","No. 688, Ronghe South Road Urumqi Economic & Technological Development Zone Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communication Construction Transportation Engineering TechnologyCo., Ltd.","No. 427, Mingchen Street Wangjiagou Toutunhe Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communications Construction Group Altay Maofeng Project Co., Ltd.","No.39 Nanyuan Unit Qiaxiu Road Altay Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communications Construction Group Co., Ltd.","No. 229, Songshan Road Urumqi Economic and Technological Development Zone (Toutunhe District) Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communications Construction Group Shawan Water ConservancyEngineering Co., Ltd.","No. 41, Urumqi West Road Shawan County Tacheng District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Communications Construction Jinqiao Engineering Management Co.,Ltd.","D11-06, Laiyin Manor No. 1466 Yingbin Road Xinshi District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Gezhouba Yulongkashi Water Control Project Development Co., Ltd.","Yulong Kashi Camp Kashtashi Township Kashi County Hotan Xingjiang People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Xinjiang Hengjie Energy Investment Co., Ltd.","No. A1-324, North side of Baofeng Commercial Street Xinmin 4th Road Yizhou District Hami City Xinjiang People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Xinjiang Huatian Engineering Construction Co., Ltd.","Floor 1-5, Building 4 No. 75 Guilin Road Xinshi District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Jiaojian Machinery Leasing Co., Ltd.","No. 840 Wuchang Side Road Urumqi Economic & Technological Development Zone Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Jiaotong Airport Logistics Technology Co., Ltd.","No. 318 Business center Junqi Engineering Machinery Trade Market No. 715 Xiangyu East Street Toutunhe District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Jiaotong Construction Science and Technology Institute Co., Ltd.","Room 620, Longhai Business Building No. 499 Kashi West Road Urumqi Economic & Technological Development Zone Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Jiaotong Logistics Co., Ltd. (also known as XCCG Logistics Co., Ltd.)","Floor 1, Building 7 No. 222, Yashan Middle Road Shayibak District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Road and Bridge Engineering Co., Ltd.","No. 25 Wuqi Highway Midong District Urumqi Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang SGCC Ahe Highway Project Management Co., Ltd.","2-202, No. 39 Qiaxiu Nanyuan Unit Altay City Xinjiang China","China","2024-01-29T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang SGCC Jing-A Highway Project Management Co., Ltd.","The north side of Jiefang East Road Jinghe Town Jinghe County Bozhou Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Tianshan Automobile Manufacturing Co., Ltd.","No. 688, Ronghe South Road Urumqi Economic & Technological Development Zone Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Tianshan Road and Bridge Co., Ltd.","No. 403-21, Tarim River West Road Usu Qoqek Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Construction Afu Highway Project Management Co., Ltd.","2-202, No. 39 Nanyuan Unit Qiaxiu Road Altay Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Construction Hekang Highway Project Management Co., Ltd.","No. 2 Tianmushan Road Beijing Hotian Industrial Park Hotan Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Construction Hong'a Highway Project Management Co., Ltd.","2-202, No. 39 Nanyuan Unit Qiaxiu Road Altay Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Construction National Defense Highway Project Management Co., Ltd.","Agricultural and Nonstaple Products Logistics Park Tuerhute Road Bole Bortala Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Jiancebu Highway Project Management Co., Ltd.","No. 2, Tianmushan Road Beijing Hotian Industrial Park Hotan Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjiang Xinjiao Jianfu-Afghan Highway Project Management Co., Ltd.","2-202, No. 39 Nanyuan Unit Qiaxiu Road Altay Xinjiang China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Xinjinzhu Municipal Landscaping Engineering Co., Ltd. f/k/a Henan Xinjinzhu Landscaping Engineering Co., Ltd.","5th Floor, Jinzhu Building North of the New Bridge Huangchuan, Henan Province, 465150 China 15th Floor, Taihong Yangguang Building Intersection of Zhongzhou Avenue and Xinyuan Road Zhengzhou Henan Province, 450002 China","China",,Ongoing,"2019-01-21T09:54:59Z","World Bank Group","Fraudulent Practice"
"Xinyang Gezhouba New Energy Co., Ltd.","Pangjiaba(Commercial Center) Jingyang Village Jingyang Street Office Zhenba County Hanzhong City Shaanxi Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Xuan'en County Zhongneng Hydropower Development Co., Ltd.","Yuquan Village Shadogou Town Xuanen County People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Yang Lin","Zhonghao Overseas Construction Eng. Co., Ltd. of Suite 617 East Plaza, No. 15 North Road, West 4th Ring Road, Hai Dian District, 100195, Beijing, China","China","2011-05-11T03:04:59Z",Ongoing,"2014-06-20T03:04:59Z","World Bank Group","Fraudulent Practice"
"Yang Ting","Area C5 Fengcheng Fourth Road Economic Development (Jingkai) District Xi'an City People's Republic of China","China","2020-08-07T02:40:59Z","2025-08-07T02:40:59Z","2021-04-28T02:40:59Z","Asian Development Bank","Collusive Practice"
"Yavuzer Insaat Makine ve Malzemeleri Sanayi ve Ticaret Ltd. ","Istiklal Mahallesi Santral Sokak No: 1/23 Eskischir","Turkey",,Ongoing,"2016-02-25T04:40:59Z","World Bank Group","Fraudulent Practice"
"Yichang Zhengxin Construction Engineering Testing Co., Ltd.","No.13 Mianyangshan Road Xiling Yichang Hubei People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Yongzhou China Nuclear Construction Investment Ltd","Room 1106, 11F, No,10 Huxiao Huatang Risheng Road, LingLing District, Yongzhou City, Hunan Province, China","China",,Ongoing,"2020-09-14T11:10:59Z","World Bank Group","Fraudulent Practice"
"Yozyovan Agro Lyuks","Fergana Region Yozyovon District Village Citizens' Assemblies of Yozyovon District Mustaqillik St., 64 Uzbekistan","Uzbekistan",,Ongoing,"2024-05-31T10:55:59Z","World Bank Group","Coercive Practice"
"Yuefeng Yunlonghe Hydropower Development Co., Ltd.","155 Shizhou Avenue Enshi City Hubei Province People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Yueqing Gezhouba Investment Co., Ltd.","No.129 West Ningkang Road South City Street Leqing Zhejiang People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Yulin Yuyang District Xingyuan Hydropower Engineering Co., Ltd.","158 North Xinjian Road, Yuyang District, Yulin City, Shaanxi Province, China 719000","China",,Ongoing,"2023-06-09T01:27:59Z","World Bank Group","Fraudulent Practice"
"Yuncai Network Technology Co., Ltd.","Room 2410, Hebei Construction Business Center No 125 , Lugang Road Jingxiu District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Yunnan China Nuclear Airport Construction and Investment Ltd","Wuxi Village, Wuxi Community,Dabanqiao Subdistrict Office, Kunming City, Yunnan Province, China","China",,Ongoing,"2020-09-14T10:55:59Z","World Bank Group","Fraudulent Practice"
"Yunnan Jincheng Construction Engineering Co., Ltd.","No. 18 Xiba New Village, Kunming City, Yunnan Province, People's Republic of China","China",,Ongoing,"2023-02-10T01:00:59Z","World Bank Group","Fraudulent Practice"
"Yunnan Tianyi Construction Co., Ltd.","4 / F, Building J, Yinhe Science Park No 168 ,Yunjing Road, Guolin Community Luoyang Sub-district Jingkai District Kunming, China (Yunnan) Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"ZENIT MADENCILIK SAN.VE TIC. A.S.","Yukari Dikmen Mah. 635 Sk. No: 3 Cankaya, Ankara, Turkiye","Türkiye","2024-06-07T12:00:59Z","2025-05-06T12:00:59Z","2024-06-07T12:00:59Z","European Bank for Reconstruction and Development","Fraudulent Practice"
